project_number,file_name,line_of_business,state,received_at_est,delivered_at_est,sla_met,is_urgent,qa_delivery_by,comment,status_hours,status_label,internal,dtp_1,new,fuzzy,total,dtp_2,pm,it_eng,qa,record_id,assigned_analyst_id,template_type,language_code,received_at_utc,delivered_at_utc,egnyte_direct_link,egnyte_file_path,egnyte_file_size_kb,created_by,updated_by,created_at,updated_at
MOHE-260122-503,MHNY SWH STD Mbr Materials_7a648379-8d19-4310-8852-a271bbd6f490_ru,NY Molina SWH – PDF,NY,2026-01-21 23:01:00,2026-01-22 17:24:00,Y,,,,9.4,9.40 Consecutive Business Hours,,,,,,0,0,0,0,133f1b09-6e14-4a0d-abc8-5955131c4192,1,PDF,RUS,2026-01-22T04:01:00Z,2026-01-22T22:24:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260122-503,MHNY SWH STD Mbr Materials_b52bb341-fccb-41f5-905d-6b9ba312d619_ru,NY Molina SWH – PDF,NY,2026-01-21 23:01:00,2026-01-22 17:24:00,Y,,,,9.4,9.40 Consecutive Business Hours,,,,,,0,0,0,0,b899b6f6-cb92-461f-bc82-3dcf7c24c602,1,PDF,RUS,2026-01-22T04:01:00Z,2026-01-22T22:24:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260122-503,MHNY SWH STD Mbr Materials_d53f117b-60e5-4537-a863-a22d488a5964_ru,NY Molina SWH – PDF,NY,2026-01-21 23:01:00,2026-01-22 17:24:00,Y,,,,9.4,9.40 Consecutive Business Hours,,,,,,0,0,0,0,8ac70963-52d1-4663-aa4c-137eaa305a85,1,PDF,RUS,2026-01-22T04:01:00Z,2026-01-22T22:24:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260123-541,MHNY SWH STD Mbr Materials_f3614d18-1657-40e7-9964-e977c6d5ab22_ru,NY Molina SWH – PDF,NY,2026-01-22 17:01:00,2026-01-23 13:15:00,Y,,,,20.22,20.22 Consecutive Business Hours,,1,0,0,2797,0.35,0.23,0.42,0,a7ed0766-2c48-4d35-a71f-f15f3d18f267,1,PDF,RUS,2026-01-22T22:01:00Z,2026-01-23T18:15:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260123-541,MHNY SWH STD Advance Directive_15236a07-52da-46a9-9d69-1dec5d5c2e19_ru,NY Molina SWH – PDF,NY,2026-01-22 20:01:00,2026-01-23 13:15:00,Y,,,,17.22,17.22 Consecutive Business Hours,,,,,,0,0,0,0,c6c6c7d1-a3b7-4519-bdc7-e63c5c278bbb,,PDF,RUS,2026-01-23T01:01:00Z,2026-01-23T18:15:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260123-541,MHNY SWH STD Mbr Materials_a95816d3-1325-4fe4-9648-ee35c5a40e80_ru,NY Molina SWH – PDF,NY,2026-01-22 20:01:00,2026-01-23 13:15:00,Y,,,,17.22,17.22 Consecutive Business Hours,,,,,,0,0,0,0,31313338-6d65-49e5-ace9-bafa84e7cadd,,PDF,RUS,2026-01-23T01:01:00Z,2026-01-23T18:15:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260123-541,MHNY SWH STD Advance Directive_4dbcb5fd-ca6c-4e72-9402-e1b48d1cd182_ru,NY Molina SWH – PDF,NY,2026-01-22 20:01:00,2026-01-23 13:15:00,Y,,,,17.22,17.22 Consecutive Business Hours,,,,,,0,0,0,0,99b3c441-83f6-485e-bdc5-87293c37fd98,,PDF,RUS,2026-01-23T01:01:00Z,2026-01-23T18:15:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260123-541,MHNY SWH STD Mbr Materials_f8532c58-8527-4665-a56b-56731266931b_ru,NY Molina SWH – PDF,NY,2026-01-22 20:01:00,2026-01-23 13:15:00,Y,,,,17.22,17.22 Consecutive Business Hours,,,,,,0,0,0,0,bd1c7030-04c7-41ee-aad4-d6aa5b1f618e,1,PDF,RUS,2026-01-23T01:01:00Z,2026-01-23T18:15:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260123-541,MHNY SWH STD Care Plan_bde2690c-98f3-4a28-b237-ddf1c5be7dde_ru,NY Molina SWH – PDF,NY,2026-01-22 17:01:00,2026-01-26 15:02:00,Y,,,,46.02,46.02 Consecutive Business Hours,,1.15,11,68,3390,0.4,0.26,0.48,0,e74b22dc-0b20-4cee-832a-0191f60dbe2d,,PDF,RUS,2026-01-22T22:01:00Z,2026-01-26T20:02:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260123-541,MHNY SWH STD Advance Directive_516e012c-ed97-423a-9ae9-7f97218a353a_ru,NY Molina SWH – PDF,NY,2026-01-23 14:01:00,2026-01-26 15:02:00,Y,,,,25.02,25.02 Consecutive Business Hours,,,,,,0,0,0,0,af9b23b4-d0a5-4326-b8d5-037ac91faef4,1,PDF,RUS,2026-01-23T19:01:00Z,2026-01-26T20:02:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260123-541,MHNY SWH STD Mbr Materials_c0ee37a4-e0bb-4d28-b033-68f8a28ec242_ru,NY Molina SWH – PDF,NY,2026-01-23 14:01:00,2026-01-26 15:02:00,Y,,,,25.02,25.02 Consecutive Business Hours,,,,,,0,0,0,0,d71a1854-c1c8-4278-8773-1c6004152928,,PDF,RUS,2026-01-23T19:01:00Z,2026-01-26T20:02:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Care Plan_3805298b-aed8-458c-b5da-976665c4819b_ru,NY Molina SWH – PDF,NY,2026-01-23 20:01:00,2026-01-27 16:25:00,Y,,,,44.4,44.40 Consecutive Business Hours,,2.15,66,142,6092,0.75,0.49,0.9,0,091e3bf8-c8ec-49be-a4a2-6241d8599697,1,PDF,RUS,2026-01-24T01:01:00Z,2026-01-27T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_918c167b-dd58-4a4a-a89b-4a155a5ad376_ru,NY Molina SWH – PDF,NY,2026-01-23 20:01:00,2026-01-27 16:25:00,Y,,,,44.4,44.40 Consecutive Business Hours,,,,,,0,0,0,0,fcef9f83-45d5-4668-9301-d5bf35e71035,,PDF,RUS,2026-01-24T01:01:00Z,2026-01-27T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_93466ffe-34db-4607-a391-43c4102a578d_ru,NY Molina SWH – PDF,NY,2026-01-23 20:01:00,2026-01-27 16:25:00,Y,,,,44.4,44.40 Consecutive Business Hours,,,,,,0,0,0,0,cca02ef3-e89e-4732-bca0-38777688d2ca,,PDF,RUS,2026-01-24T01:01:00Z,2026-01-27T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_21d05eaf-411b-4702-b9f7-bedb642141ac_ru,NY Molina SWH – PDF,NY,2026-01-23 21:00:00,2026-01-27 16:25:00,Y,,,,32.42,32.42 Consecutive Business Hours,,,,,,0,0,0,0,bdedcd19-fb7f-4c11-8a8b-d65c40bd1bb2,,PDF,RUS,2026-01-24T02:00:00Z,2026-01-27T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_320c1281-98a9-4354-b27e-e832539cba43_ru,NY Molina SWH – PDF,NY,2026-01-23 23:01:00,2026-01-27 16:25:00,Y,,,,32.42,32.42 Consecutive Business Hours,,,,,,0,0,0,0,49a10508-23b6-4307-8b2f-506070274ed2,1,PDF,RUS,2026-01-24T04:01:00Z,2026-01-27T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_3591a553-61cd-42d9-a3a6-73e05bd2d7fb_ru,NY Molina SWH – PDF,NY,2026-01-23 23:01:00,2026-01-27 16:25:00,Y,,,,32.42,32.42 Consecutive Business Hours,,,,,,0,0,0,0,fdfb5f66-3fca-423a-a947-1a1e1b17298b,,PDF,RUS,2026-01-24T04:01:00Z,2026-01-27T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_849ad917-4d11-4c1b-a5f1-58f87ad4b777_ru,NY Molina SWH – PDF,NY,2026-01-23 23:01:00,2026-01-27 16:25:00,Y,,,,32.42,32.42 Consecutive Business Hours,,,,,,0,0,0,0,a4e44bfa-cd4d-44dd-b058-daa33ce31417,1,PDF,RUS,2026-01-24T04:01:00Z,2026-01-27T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_9449a26b-cf40-4cf0-9f80-d217fd066675_ru,NY Molina SWH – PDF,NY,2026-01-23 23:01:00,2026-01-27 16:25:00,Y,,,,32.42,32.42 Consecutive Business Hours,,,,,,0,0,0,0,f2c8cd2b-3ee2-4493-a9eb-6bfee2c64cdb,1,PDF,RUS,2026-01-24T04:01:00Z,2026-01-27T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_ac53186b-5be9-46b7-afdf-292a3f21b5ae_ru,NY Molina SWH – PDF,NY,2026-01-23 20:01:00,2026-01-26 15:08:00,Y,,,,19.12,19.12 Consecutive Business Hours,,1.2,,,3321,0.42,0.28,0.5,0,4e1e8a10-4445-42ed-932d-c9f6621054be,1,PDF,RUS,2026-01-24T01:01:00Z,2026-01-26T20:08:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_b436e71a-4cc0-4d5b-9a1b-1cb5ca8932fa_ru,NY Molina SWH – PDF,NY,2026-01-23 20:01:00,2026-01-26 15:08:00,Y,,,,19.12,19.12 Consecutive Business Hours,,,,,,0,0,0,0,13cab2f3-aada-40a2-bed6-837a88c447fd,1,PDF,RUS,2026-01-24T01:01:00Z,2026-01-26T20:08:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_c2464bb8-e7b9-4b90-91c5-b4799e9b2b58_ru,NY Molina SWH – PDF,NY,2026-01-23 20:01:00,2026-01-26 15:08:00,Y,,,,19.12,19.12 Consecutive Business Hours,,,,,,0,0,0,0,e331fb83-a580-4dbf-8051-be62dabae486,1,PDF,RUS,2026-01-24T01:01:00Z,2026-01-26T20:08:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_e82d473f-b409-44e3-9a78-82d52ea1b53f_ru,NY Molina SWH – PDF,NY,2026-01-23 20:01:00,2026-01-26 15:08:00,Y,,,,19.12,19.12 Consecutive Business Hours,,,,,,0,0,0,0,55d7e387-ab83-4b1d-91dd-ca27470c8195,1,PDF,RUS,2026-01-24T01:01:00Z,2026-01-26T20:08:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_b07c946b-0416-467e-ba22-ef0d3b60e773_ru,NY Molina SWH – PDF,NY,2026-01-23 23:01:00,2026-01-26 15:08:00,Y,,,,7.15,7.15 Consecutive Business Hours,,,,,,0,0,0,0,77aef656-3db1-4f2a-a61d-88b1a713fed4,2,PDF,RUS,2026-01-24T04:01:00Z,2026-01-26T20:08:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260126-599,MHNY SWH STD Mbr Materials_e3220e1a-41a3-4d1c-a8ca-4ad5bc34e65c_ru,NY Molina SWH – PDF,NY,2026-01-23 23:01:00,2026-01-26 15:08:00,Y,,,,7.15,7.15 Consecutive Business Hours,,,,,,0,0,0,0,1a9d28c5-f966-4410-8b52-f664a2bba882,2,PDF,RUS,2026-01-24T04:01:00Z,2026-01-26T20:08:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Care Plan_be7136c2-c958-4108-b6d8-9d10bb7cc384_ru,NY Molina SWH – PDF,NY,2026-01-26 14:02:00,2026-01-27 17:49:00,Y,,,,27.78,27.78 Consecutive Business Hours,,3.8,169,263,18628,1.33,0.87,1.6,0,0055ce84-b3d3-495e-a8a1-b9bf2e823fbd,2,PDF,RUS,2026-01-26T19:02:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Advance Directive_6f8b7cb3-fb74-484d-8e29-07d2b799bb81_ru,NY Molina SWH – PDF,NY,2026-01-26 14:02:00,2026-01-27 17:49:00,Y,,,,27.77,27.77 Consecutive Business Hours,,,,,,0,0,0,0,8464a8d8-069e-48b1-a5be-202a74db695a,2,PDF,RUS,2026-01-26T19:02:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Mbr Materials_a1131fe7-b9f9-4879-b55e-c5274bd31202_ru,NY Molina SWH – PDF,NY,2026-01-26 14:02:00,2026-01-27 17:49:00,Y,,,,27.78,27.78 Consecutive Business Hours,,,,,,0,0,0,0,9d2e2f46-ac6c-43fe-875b-01d2b07a83a5,2,PDF,RUS,2026-01-26T19:02:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Advance Directive_889a1076-0455-4f42-8406-9b3b75194764_ru,NY Molina SWH – PDF,NY,2026-01-26 14:02:00,2026-01-27 17:49:00,Y,,,,27.77,27.77 Consecutive Business Hours,,,,,,0,0,0,0,503d95dd-6659-4751-b095-f281d1887702,2,PDF,RUS,2026-01-26T19:02:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Care Plan_2ffba7ff-da82-4942-a274-70740d35b32b_ru,NY Molina SWH – PDF,NY,2026-01-26 14:02:00,2026-01-27 17:49:00,Y,,,,27.77,27.77 Consecutive Business Hours,,,,,,0,0,0,0,e696f846-8cdc-491a-ad7a-75f63df03bb3,2,PDF,RUS,2026-01-26T19:02:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Advance Directive_6ac4fda1-dbec-45e5-aaae-db69fc504587_ru,NY Molina SWH – PDF,NY,2026-01-26 15:01:00,2026-01-27 17:49:00,Y,,,,26.8,26.80 Consecutive Business Hours,,,,,,0,0,0,0,3c401f96-6a36-459f-ad3e-abfecdb98c5e,2,PDF,RUS,2026-01-26T20:01:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Mbr Materials_28fd223e-3f0c-4e22-b826-5f7d39d67ea4_ru,NY Molina SWH – PDF,NY,2026-01-26 20:01:00,2026-01-27 17:49:00,Y,,,,21.79,21.79 Consecutive Business Hours,,,,,,0,0,0,0,20b6d6e8-c2a4-422a-b4f0-d4df0f829f04,2,PDF,RUS,2026-01-27T01:01:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Advance Directive_a0e6753c-da9c-4914-87e9-3a0f6d7c8531_ru,NY Molina SWH – PDF,NY,2026-01-26 20:01:00,2026-01-27 17:49:00,Y,,,,21.79,21.79 Consecutive Business Hours,,,,,,0,0,0,0,e922ae48-1dea-418c-ac7a-a07f8d2481a6,2,PDF,RUS,2026-01-27T01:01:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Mbr Materials_e73acfc1-0b69-4276-a867-4ff6876d52e8_ru,NY Molina SWH – PDF,NY,2026-01-26 21:00:00,2026-01-27 17:49:00,Y,,,,9.82,9.82 Consecutive Business Hours,,,,,,0,0,0,0,7927dad6-9bbe-4427-80b5-f740c77bc8fd,,PDF,RUS,2026-01-27T02:00:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Mbr Materials_5826fee8-16fa-4ab4-be85-9e4e15e58028_ru,NY Molina SWH – PDF,NY,2026-01-26 23:00:00,2026-01-27 17:49:00,Y,,,,9.82,9.82 Consecutive Business Hours,,,,,,0,0,0,0,d5bed47b-e4c8-4d41-ae02-4169d61182cf,,PDF,RUS,2026-01-27T04:00:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260127-612,MHNY SWH STD Mbr Materials_fec7ab44-a992-406a-a03f-453c936a1028_ru,NY Molina SWH – PDF,NY,2026-01-26 23:00:00,2026-01-27 17:49:00,Y,,,,9.82,9.82 Consecutive Business Hours,,,,,,0,0,0,0,94422039-1eed-415c-af43-e83379052648,,PDF,RUS,2026-01-27T04:00:00Z,2026-01-27T22:49:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260128-654,MHNY SWH STD Care Plan_a886a277-5852-4dce-835a-d1a0923fd0c2_ru,NY Molina SWH – PDF,NY,2026-01-27 20:00:00,2026-01-29 16:23:00,Y,,,,44.39,44.39 Consecutive Business Hours,,1.55,81,98,4260,0.54,0.36,0.65,0,78fb9732-a3cb-48f6-b254-b9a469a7506b,,PDF,RUS,2026-01-28T01:00:00Z,2026-01-29T21:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260128-654,MHNY SWH STD Mbr Materials_65524819-bc04-44dc-8eb9-8e0a14f39556_ru,NY Molina SWH – PDF,NY,2026-01-27 20:00:00,2026-01-29 16:23:00,Y,,,,44.4,44.40 Consecutive Business Hours,,,,,,0,0,0,0,31fc433e-10b9-43cd-89b6-f5b53601fb5b,,PDF,RUS,2026-01-28T01:00:00Z,2026-01-29T21:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260128-654,MHNY SWH STD Mbr Materials_996af283-577a-4860-ab36-f5c65c0f5619_ru,NY Molina SWH – PDF,NY,2026-01-27 20:00:00,2026-01-29 16:23:00,Y,,,,44.4,44.40 Consecutive Business Hours,,,,,,0,0,0,0,ae7de415-e9d9-4fb8-8840-062e881424a8,,PDF,RUS,2026-01-28T01:00:00Z,2026-01-29T21:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260128-654,MHNY SWH STD Mbr Materials_f9d22bbb-7945-4385-beda-b6e8e96e2ffa_ru,NY Molina SWH – PDF,NY,2026-01-27 20:00:00,2026-01-29 16:23:00,Y,,,,44.39,44.39 Consecutive Business Hours,,,,,,0,0,0,0,4f3bbf67-f1f1-44a4-a5b2-e5f50d068830,,PDF,RUS,2026-01-28T01:00:00Z,2026-01-29T21:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260128-654,MHNY SWH STD Mbr Materials_4c501726-1414-4f4c-89de-36d0da169d29_ru,NY Molina SWH – PDF,NY,2026-01-27 23:01:00,2026-01-29 16:23:00,Y,,,,32.39,32.39 Consecutive Business Hours,,,,,,0,0,0,0,6f08d5ba-8f96-411c-871d-0525d312112b,,PDF,RUS,2026-01-28T04:01:00Z,2026-01-29T21:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260129-689,MHNY SWH STD Mbr Materials_d4ffd7a4-f47f-452e-a2e4-c683f68a2aa2_ru,NY Molina SWH – PDF,NY,2026-01-28 15:01:00,2026-01-30 15:35:00,Y,,,,48.56,48.56 Consecutive Business Hours,,1.4,,,3922,0.49,0.32,0.59,0,4ab76966-40d5-401c-871f-db66b59405b3,2,PDF,RUS,2026-01-28T20:01:00Z,2026-01-30T20:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260129-689,MHNY SWH STD UTC_5871862e-6c18-48f2-a0bf-7946aaedfac6_ru,NY Molina SWH – PDF,NY,2026-01-28 21:00:00,2026-01-30 15:35:00,Y,,,,31.59,31.59 Consecutive Business Hours,,,,,,0,0,0,0,8d825dd3-ff7c-4e1c-97b1-a69f8b7b6644,5,PDF,RUS,2026-01-29T02:00:00Z,2026-01-30T20:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260129-689,MHNY SWH STD Mbr Materials_ab388e1e-e97f-4f07-ae2a-5c936de530b7_ru,NY Molina SWH – PDF,NY,2026-01-28 23:00:00,2026-01-30 15:35:00,Y,,,,31.59,31.59 Consecutive Business Hours,,,,,,0,0,0,0,320eec2c-ccdd-4f3c-bf39-cbd294781d1e,,PDF,RUS,2026-01-29T04:00:00Z,2026-01-30T20:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260129-689,MHNY SWH STD Mbr Materials_d2b829cc-66f1-4c45-9e05-b0d06cff2f40_ru,NY Molina SWH – PDF,NY,2026-01-28 23:00:00,2026-01-30 15:35:00,Y,,,,31.59,31.59 Consecutive Business Hours,,,,,,0,0,0,0,17d0d49b-422d-4ab7-84c7-d8c9c407b9df,2,PDF,RUS,2026-01-29T04:00:00Z,2026-01-30T20:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260129-689,MHNY SWH STD Mbr Materials_c35ceeaf-9ca9-40eb-aeac-b25c0e3ab4de_ru,NY Molina SWH – PDF,NY,2026-01-28 23:01:00,2026-01-30 15:35:00,Y,,,,31.59,31.59 Consecutive Business Hours,,,,,,0,0,0,0,731539f1-dfd5-4853-9ea7-80530c0728b8,5,PDF,RUS,2026-01-29T04:01:00Z,2026-01-30T20:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260129-689,MHNY SWH STD Mbr Materials_6c10589e-a74f-457b-8929-1d9766121bcd_ru,NY Molina SWH – PDF,NY,2026-01-28 23:01:00,2026-01-30 15:35:00,Y,,,,31.59,31.59 Consecutive Business Hours,,,,,,0,0,0,0,ec9ebcd0-30d9-4d28-a7bd-73ff39b5c901,,PDF,RUS,2026-01-29T04:01:00Z,2026-01-30T20:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260129-689,MHNY SWH STD Mbr Materials_c636fc52-3e18-4f10-a03d-7c69b46a4f01_ru,NY Molina SWH – PDF,NY,2026-01-28 23:01:00,2026-01-30 15:35:00,Y,,,,31.59,31.59 Consecutive Business Hours,,,,,,0,0,0,0,56606ea7-62b1-4f10-bbe3-3ff147a99ece,5,PDF,RUS,2026-01-29T04:01:00Z,2026-01-30T20:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260129-696,MHNY SWH STD Care Plan_78d53877-8b9b-4a37-9e69-e8499f19059c_ru,NY Molina SWH – PDF,NY,2026-01-29 14:02:00,2026-01-30 12:41:00,Y,,,,22.65,22.65 Consecutive Business Hours,,1,49,5,6624,0.35,0.23,0.42,0,1ebc59e1-43c0-4897-a55b-1b906a8e9e69,,PDF,RUS,2026-01-29T19:02:00Z,2026-01-30T17:41:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260130-720,MHNY SWH STD Care Plan_3e5107da-2fd6-4222-9f73-cb6f230212ae_ru,NY Molina SWH – PDF,NY,2026-01-29 21:02:00,2026-02-02 16:20:00,Y,,,,32.35,32.35 Consecutive Business Hours,,1.2,340,107,7601,0.42,0.28,0.5,0,a6ec22dc-1b7f-4afd-92c4-a80b0e2da8e3,2,PDF,RUS,2026-01-30T02:02:00Z,2026-02-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260130-720,MHNY SWH STD Mbr Materials_01171d52-11fe-41fe-9be2-995b0905a0ca_ru,NY Molina SWH – PDF,NY,2026-01-29 23:00:00,2026-02-02 16:20:00,Y,,,,32.35,32.35 Consecutive Business Hours,,,,,,0,0,0,0,990a06ed-2701-4588-b097-c5fc5d7e6381,,PDF,RUS,2026-01-30T04:00:00Z,2026-02-02T21:20:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260202-769,MHNY SWH STD Care Plan_5148be0a-e1b0-4026-8b79-c5c361ab86f7_ru,NY Molina SWH – PDF,NY,2026-01-30 15:00:00,2026-02-03 12:06:00,Y,,,,45.1,45.10 Consecutive Business Hours,,3.6,766,30,15218,1.26,0.83,1.51,0,719d616c-d7d4-43dc-9538-e4f10d0cfe1f,5,PDF,RUS,2026-01-30T20:00:00Z,2026-02-03T17:06:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260202-769,MHNY SWH STD Mbr Materials_27c9bd17-4e43-44b8-b90f-c5ec9cdc5f89_ru,NY Molina SWH – PDF,NY,2026-01-30 15:01:00,2026-02-02 17:44:00,Y,,,,26.72,26.72 Consecutive Business Hours,,,,,,0,0,0,0,f5863166-44ad-412b-af18-337a00b18203,,PDF,RUS,2026-01-30T20:01:00Z,2026-02-02T22:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260202-769,MHNY SWH STD Mbr Materials_33b4549f-1ca7-4557-8146-c634a39ca64c_ru,NY Molina SWH – PDF,NY,2026-01-30 15:01:00,2026-02-02 17:44:00,Y,,,,26.72,26.72 Consecutive Business Hours,,,,,,0,0,0,0,71c1d841-67ef-4169-b997-d7e657646ab2,,PDF,RUS,2026-01-30T20:01:00Z,2026-02-02T22:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260202-769,MHNY SWH STD Mbr Materials_8fc727d8-aa16-4bea-aacd-43b6ab732d8b_ru,NY Molina SWH – PDF,NY,2026-01-30 15:01:00,2026-02-02 17:44:00,Y,,,,26.71,26.71 Consecutive Business Hours,,,,,,0,0,0,0,039dcafc-78e1-40ab-845b-026ef32e84cc,2,PDF,RUS,2026-01-30T20:01:00Z,2026-02-02T22:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260202-769,MHNY SWH STD Mbr Materials_3f4bdd17-b28b-4373-a623-b7b7ae16d5f7_ru,NY Molina SWH – PDF,NY,2026-01-30 15:01:00,2026-02-02 17:44:00,Y,,,,26.71,26.71 Consecutive Business Hours,,,,,,0,0,0,0,8fa91e9d-ac9e-4ddf-bb02-a9c4294bfbfb,,PDF,RUS,2026-01-30T20:01:00Z,2026-02-02T22:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260202-769,MHNY SWH STD Care Plan_d7bf6a80-8dc1-4e33-bb2a-beca9f0bbba7_ru,NY Molina SWH – PDF,NY,2026-01-30 20:02:00,2026-02-02 17:43:00,Y,,,,21.69,21.69 Consecutive Business Hours,,,,,,0,0,0,0,ee6cd220-1cac-4f91-9231-743deb9cd3b3,,PDF,RUS,2026-01-31T01:02:00Z,2026-02-02T22:43:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
